Name,Team,W,L,ERA,GS,G,SV,IP,H,ER,HR,SO,BB,WHIP,K_per_9,BB_per_9,FIP,WAR,RA9_WAR,ADP,playerid
Connor Law,TOR,0,0,4.99,0,1,0,1,1,1,0,1,1,1.58,7.37,4.95,5.13,0,0,999,sa3004321
Samuel Ryan,TOR,0,0,5.14,0,1,0,1,1,1,0,1,0,1.51,7.15,4.03,5.15,0,0,999,sa3010627
Julian Valdez,TOR,0,0,5.07,0,1,0,1,1,1,0,1,1,1.57,6.92,4.6,5.19,0,0,999,sa3010656
Parker Caracci,TOR,0,0,5.19,0,1,0,1,1,1,0,1,1,1.58,7.17,4.83,5.31,0,0,999,sa3010619
Roither Hernandez,TOR,0,0,5.49,0,1,0,1,1,1,0,1,1,1.67,6.68,5.44,5.62,0,0,999,sa3004333
William McAffer,TOR,0,0,5.56,0,1,0,1,1,1,0,1,1,1.69,8.05,6.31,5.74,0,0,999,sa3006757
William Gaston,TOR,0,0,5.66,0,1,0,1,1,1,0,1,1,1.7,6.17,5.33,5.75,0,0,999,sa3009937
Sean Mellen,TOR,0,0,5.57,0,1,0,1,1,1,0,1,1,1.69,6.67,5.51,5.76,0,0,999,sa3011865
Thomas Ruwe,TOR,0,0,5.7,0,1,0,1,1,1,0,1,1,1.71,7.47,6.07,5.82,0,0,999,sa3014874
Gabriel Ponce,TOR,0,0,5.69,0,1,0,1,1,1,0,1,1,1.7,7.17,6.01,5.89,0,0,999,sa3009985
Grant Townsend,TOR,0,0,5.97,0,1,0,1,1,1,0,1,1,1.73,6.99,5.98,6.05,0,0,999,sa3007268
Harrison Rutkowski,TOR,0,0,5.85,0,1,0,1,1,1,0,1,1,1.85,6.31,6.94,6.15,0,0,999,sa3017067
Cobi Johnson,TOR,0,0,6.05,0,1,0,1,1,1,0,1,1,1.8,6.59,6.55,6.22,0,0,999,sa3006693
Alexander Nolan,TOR,0,0,6.25,0,1,0,1,1,1,0,1,0,1.69,4.55,4.33,6.28,0,0,999,sa3010267
Justin Kelly,TOR,0,0,6.25,0,1,0,1,1,1,0,1,1,1.82,5.79,6.23,6.31,0,0,999,sa3017072
Rafael Monsion,TOR,0,0,6.15,0,1,0,1,1,1,0,1,1,1.79,5.83,6.08,6.36,0,0,999,sa3003096
Geison Urbaez,TOR,0,0,6.5,0,1,0,1,1,1,0,1,1,1.91,5.47,6.92,6.6,0,0,999,sa3015135
Wilgenis Alvarado,TOR,0,0,6.37,0,1,0,1,1,1,0,1,1,1.95,5.33,7.4,6.66,0,0,999,sa3008708
Jiorgeny Casimiri,TOR,0,0,6.7,0,1,0,1,1,1,0,1,1,1.91,5.97,7.02,6.77,0,0,999,sa3011736
Elixon Caballero,TOR,0,0,6.7,0,1,0,1,1,1,0,1,1,1.95,6.02,7.52,6.81,0,0,999,sa3002973
Jefferson Herrera,TOR,0,0,6.8,0,1,0,1,1,1,0,1,1,1.9,5.2,6.65,6.87,0,0,999,sa3015095
Soenni Martinez,TOR,0,0,6.85,0,1,0,1,1,1,0,1,1,2.07,5.05,8.37,7.13,0,0,999,sa3009605
Edgar Castro,TOR,0,0,7.37,0,1,0,1,1,1,0,1,1,2.12,4.88,8.5,7.44,0,0,999,sa3008717
Francis Mercedes,TOR,0,0,7.46,0,1,0,1,1,1,0,1,1,2.24,5.23,9.82,7.63,0,0,999,sa3009850
Bejardi Meza,TOR,0,0,7.77,0,1,0,1,1,1,0,0,1,2.14,4.37,8.38,7.77,0,0,999,sa3009228
Marc Civit,TOR,0,0,7.72,0,1,0,1,1,1,0,1,1,2.3,4.76,10.24,7.94,0,0,999,sa3009476
Graham Spraker,TOR,1,1,4.76,0,25,0,25,25,13,4,22,11,1.42,7.92,3.78,4.89,-0.1,0,999,sa3004024
