Name,Team,W,L,ERA,GS,G,SV,IP,H,ER,HR,SO,BB,WHIP,K_per_9,BB_per_9,FIP,WAR,RA9_WAR,ADP,playerid
Blake Weiman,PIT,1,1,4.18,0,22,0,22,21,10,3,21,9,1.36,8.42,3.59,4.34,0,0.1,999,sa3004211
Felipe Vazquez,PIT,0,0,2.9,0,1,0,1,1,0,0,1,0,1.11,11.82,3.04,2.89,0,0.1,999,12076
Yerry De Los Santos,PIT,0,0,3.97,0,1,0,1,1,0,0,1,0,1.35,8.97,3.84,4.06,0,0.1,999,sa873562
Austin Roberts,PIT,0,0,4.34,0,1,0,1,1,0,0,1,0,1.39,8.87,3.99,4.4,0,0,999,sa3010254
Matthew Eckelman,PIT,0,0,4.39,0,1,0,1,1,0,0,1,0,1.41,7.21,3.42,4.43,0,0,999,sa857600
Nathan Kirby,PIT,0,0,4.27,0,1,0,1,1,0,0,1,1,1.47,9.21,4.98,4.47,0,0,999,sa874754
Joe Jacques,PIT,0,0,4.25,0,1,0,1,1,0,0,1,0,1.45,8.13,4.37,4.49,0,0,999,sa3007493
John Bellomy,PIT,0,0,4.42,0,1,0,1,1,0,0,1,0,1.39,7.88,3.53,4.51,0,0,999,sa1170484
Carmen Mlodzinski,PIT,0,0,4.56,0,0,0,1,1,1,0,1,0,1.42,7.81,3.72,4.56,0,0,999,sa3014505
Noe Toribio,PIT,0,0,4.61,0,0,0,1,1,1,0,1,0,1.44,6.86,3.4,4.61,0,0,999,sa3003041
Carl Bolton,PIT,0,0,4.65,0,0,0,1,1,1,0,1,0,1.41,7.7,3.48,4.65,0,0,999,sa3004975
Trey McGough,PIT,0,0,4.55,0,0,0,1,1,1,0,1,0,1.41,6.54,3.11,4.67,0,0,999,sa1170436
Travis MacGregor,PIT,0,0,4.95,0,0,0,1,1,1,0,1,0,1.5,7.26,4.09,4.95,0,0,999,sa917950
Jeffrey Passantino,PIT,0,0,4.95,0,0,0,1,1,1,0,1,0,1.39,7.23,2.98,4.96,0,0,999,sa915726
Jerad Eickhoff,PIT,0,0,4.94,0,0,0,1,1,1,0,1,0,1.39,7.06,2.94,4.98,0,0,999,12664
