Name,Team,W,L,ERA,GS,G,SV,IP,H,ER,HR,SO,BB,WHIP,K_per_9,BB_per_9,FIP,WAR,RA9_WAR,ADP,playerid
Blake Taylor,HOU,3,3,4.45,0,58,0,58,56,29,8,54,27,1.44,8.38,4.22,4.7,0,0,999,16418
Enoli Paredes,HOU,1,0,4.19,0,10,0,10,9,5,1,11,6,1.42,10.02,5.07,4.43,0,0,999,20447
Seth Martinez,HOU,1,1,4.43,0,14,0,14,13,7,2,13,6,1.37,8.41,3.74,4.64,0,0.1,999,21045
Peter Solomon,HOU,1,1,4.37,0,11,0,11,10,5,2,11,4,1.35,8.82,3.67,4.53,0,0,999,20476
Ronel Blanco,HOU,0,0,4.35,0,1,0,1,1,0,0,1,0,1.37,8.97,3.97,4.51,0,0,999,sa919082
Shawn Dubin,HOU,0,0,4.29,0,0,0,1,1,0,0,1,0,1.35,9.18,3.79,4.38,0,0,999,sa3007248
Parker Mushinski,HOU,0,0,4.26,0,0,0,1,1,0,0,1,0,1.38,7.94,3.53,4.47,0,0,999,sa873283
Hunter Brown,HOU,0,0,4.53,0,0,0,1,1,1,0,1,0,1.45,8.41,4.28,4.62,0,0,999,sa3010571
Jonathan Bermudez,HOU,0,0,4.62,0,0,0,1,1,1,0,1,0,1.38,8.24,3.52,4.78,0,0,999,sa3007832
Jose Bravo,HOU,0,0,4.94,0,0,0,1,1,1,0,1,0,1.41,7.09,3.15,4.99,0,0,999,sa923839
Jaime Melendez,HOU,0,0,4.89,0,0,0,1,1,1,0,1,0,1.49,8.18,4.48,4.99,0,0,999,sa3010660
Chad Donato,HOU,0,0,5.11,0,0,0,1,1,1,0,1,0,1.42,6.96,3.2,5.21,0,0,999,sa919112
Joseph Record,HOU,0,0,5.22,0,0,0,1,1,1,0,1,0,1.55,6.73,4.38,5.34,0,0,999,sa3008619
Brett Conine,HOU,0,0,5.26,0,0,0,1,1,1,0,1,0,1.49,6.53,3.62,5.35,0,0,999,sa3008024
Tyler Daniels,HOU,0,0,5.24,0,0,0,1,1,1,0,1,1,1.54,7.34,4.52,5.37,0,0,999,sa3008127
Angel Macuare,HOU,0,0,5.29,0,0,0,1,1,1,0,1,1,1.56,7.27,4.64,5.39,0,0,999,sa3003039
Austin Hansen,HOU,0,0,5.3,0,0,0,1,1,1,0,1,1,1.56,8.14,5.06,5.45,0,0,999,sa3006956
Jojanse Torres,HOU,0,0,5.35,0,0,0,1,1,1,0,1,1,1.55,7.78,4.81,5.49,0,0,999,sa3006955
Julio Robaina,HOU,0,0,5.26,0,0,0,1,1,1,0,1,1,1.62,6.33,4.88,5.51,0,0,999,sa3006817
Michael Henley,HOU,0,0,5.44,0,0,0,1,1,1,0,1,1,1.6,6.42,4.53,5.52,0,0,999,sa3011335
Matt Ruppenthal,HOU,0,0,5.5,0,0,0,1,1,1,0,1,1,1.6,6.84,4.79,5.6,0,0,999,sa915693
James Endersby,HOU,0,0,5.57,0,0,0,1,1,1,0,1,1,1.55,7.45,4.54,5.66,0,0,999,sa3014921
Tyler Brown,HOU,0,0,5.59,0,0,0,1,1,1,0,1,1,1.57,7.44,4.75,5.68,0,0,999,sa3014450
Richard Freure,HOU,0,0,5.6,0,0,0,1,1,1,0,1,1,1.63,7.71,5.45,5.7,0,0,999,sa3008159
Juan Lopez,HOU,0,0,5.45,0,0,0,1,1,1,0,1,1,1.67,6.24,5.27,5.71,0,0,999,sa3004647
Alfredi Jimenez,HOU,0,0,5.65,0,0,0,1,1,1,0,1,0,1.57,5.77,3.9,5.73,0,0,999,sa3006479
Cole McDonald,HOU,0,0,5.82,0,0,0,1,1,1,0,1,1,1.67,6.28,5.04,5.88,0,0,999,sa3010652
